start,error_mean
1.403715894184058e+18,0.00011482686203331149
1.403715894234058e+18,0.33526059327525215
1.403715894284058e+18,0.34263865486721445
1.403715894334058e+18,0.37181495491383576
1.403715894384058e+18,0.4020262960844293
1.403715894434058e+18,0.00024686431300300515
1.403715894484058e+18,0.2930851104265367
1.403715894534058e+18,0.13710579811311827
1.403715894584058e+18,0.11929415692653698
1.403715894634058e+18,0.2693158710718619
1.403715894684058e+18,0.00043066846997933083
1.403715894734058e+18,0.007929431422853657
1.403715894784058e+18,0.014260075468735828
1.403715894834058e+18,0.021457260108739214
1.403715894884058e+18,0.0209999154220908
1.403715894934058e+18,0.0012182683146000298
1.403715894984058e+18,0.010628598775942372
1.403715895034058e+18,0.011811473481070619
1.403715895084058e+18,0.007995952624228048
1.403715895134058e+18,0.011498866371029379
1.403715895184058e+18,0.009294768700122817
1.403715895234058e+18,0.011198542790778159
1.403715895284058e+18,0.023490657332052314
1.403715895334058e+18,0.02320727392100475
1.403715895384058e+18,0.02682319817056665
1.403715895434058e+18,0.0025004542402003935
1.403715895484058e+18,0.019885023177943644
1.403715895534058e+18,0.033849762689010986
1.403715895584058e+18,0.055580073915589154
1.403715895634058e+18,0.01474038545437977
1.403715895684058e+18,0.010970153278414175
1.403715895734058e+18,0.014375865234822375
1.403715895784058e+18,0.030067512606211405
1.403715895834058e+18,0.04232684383919111
1.403715895884058e+18,0.07103247085553935
1.403715895934058e+18,0.021530457020176266
1.403715895984058e+18,0.027707141787070476
1.403715896034058e+18,0.04552082321444003
1.403715896084058e+18,0.0785025010282641
1.403715896134058e+18,0.03905684981931752
1.403715896184058e+18,0.03999024708039706
1.403715896234058e+18,0.00711535054088999
1.403715896284058e+18,0.0010836750649898504
1.403715896334058e+18,0.003953535912335731
1.403715896384058e+18,0.018781031966791154
1.403715896434058e+18,0.008866167361495978
1.403715896484058e+18,0.005010270025104741
1.403715896534058e+18,0.022836592029807125
1.403715896584058e+18,0.03894979658039427
1.403715896634058e+18,0.01601715382588782
1.403715896684058e+18,0.016515682225008516
1.403715896734058e+18,0.02132579755583591
1.403715896784058e+18,0.00240427070939113
1.403715896834058e+18,0.002824700759932178
1.403715896884058e+18,0.030850191575552716
1.403715896934058e+18,0.019599814045246827
1.403715896984058e+18,0.024016021830193707
1.403715897034058e+18,0.030883987802087492
1.403715897084058e+18,0.03079959772305621
1.403715897134058e+18,0.03002667831671396
1.403715897184058e+18,0.002350227458594854
1.403715897234058e+18,0.0035981119936296653
1.403715897284058e+18,0.018278016993336945
1.403715897334058e+18,0.005623486742839
1.403715897384058e+18,0.018938919407280982
1.403715897434058e+18,0.015921036825268804
1.403715897484058e+18,0.007999842948214363
1.403715897534058e+18,0.008781659182344522
1.403715897584058e+18,0.007009859698835848
1.403715897634058e+18,0.0043789736874882065
1.403715897684058e+18,0.002536561472819314
1.403715897734058e+18,0.0032550328158667853
1.403715897784058e+18,0.018067446093400875
1.403715897834058e+18,0.00687880880062204
1.403715897884058e+18,0.01076238316627064
1.403715897934058e+18,0.0174930470157662
1.403715897984058e+18,0.012844555836539292
1.403715898034058e+18,0.007091184749696465
1.403715898084058e+18,0.006453136658386868
1.403715898134058e+18,0.004951779632411336
1.403715898184058e+18,0.006314990991936117
1.403715898234058e+18,0.004662857578775479
1.403715898284058e+18,0.006632781693408763
1.403715898334058e+18,0.0019640371851740845
1.403715898384058e+18,0.005158461611733437
1.403715898434058e+18,0.003199577608231634
1.403715898484058e+18,0.0022217170598717983
1.403715898534058e+18,0.0015917281115079903
1.403715898584058e+18,0.019255515985180233
1.403715898634058e+18,0.006655042749247306
1.403715898684058e+18,0.004565308274093134
1.403715898734058e+18,0.006245636833304981
1.403715898784058e+18,0.010827103188043918
1.403715898834058e+18,0.0015915213726662636
1.403715898884058e+18,0.00536469455030987
1.403715898934058e+18,0.009992257811571504
1.403715898984058e+18,0.004700545588108808
1.403715899034058e+18,0.006055952890656736
1.403715899084058e+18,0.025286843602129606
1.403715899134058e+18,0.016123019295332282
1.403715899184058e+18,0.00949513581458288
1.403715899234058e+18,0.0041040915065103135
1.403715899284058e+18,0.007480485289928897
1.403715899334058e+18,0.0026012429594426435
1.403715899384058e+18,0.006950777548019354
1.403715899434058e+18,0.0022067693026224006
1.403715899484058e+18,0.0026763149847149523
1.403715899534058e+18,0.002815820537571561
1.403715899584058e+18,0.001069646602785033
1.403715899634058e+18,0.014315579671882826
1.403715899684058e+18,0.001932158586137323
1.403715899734058e+18,0.0028677403014455622
1.403715899784058e+18,0.0036306765976266493
1.403715899834058e+18,0.0028070697955244646
1.403715899884058e+18,0.0030356231157110955
1.403715899934058e+18,0.0024252881143393694
1.403715899984058e+18,0.001295503889408953
1.403715900034058e+18,0.0036146036799139694
1.403715900084058e+18,0.0031450924808157058
1.403715900134058e+18,0.005102650297823589
1.403715900184058e+18,0.0032871143112844226
1.403715900234058e+18,0.007059717684696876
1.403715900284058e+18,0.005539099843527309
1.403715900334058e+18,0.002085337601635729
1.403715900384058e+18,0.0011105693022820469
1.403715900434058e+18,0.002082099996275138
1.403715900484058e+18,0.001970011351907049
1.403715900534058e+18,0.00196087233082628
1.403715900584058e+18,0.0014290619289182164
1.403715900634058e+18,0.0016514345027362398
1.403715900684058e+18,0.0012932616811509561
1.403715900734058e+18,0.0024861861057305
1.403715900784058e+18,0.0016269114041449625
1.403715900834058e+18,0.003284567676314307
1.403715900884058e+18,0.0038705204032062164
1.403715900934058e+18,0.0010418181444516678
1.403715900984058e+18,0.0009709038925177596
1.403715901034058e+18,0.002145678183877512
1.403715901084058e+18,0.002225698299978827
1.403715901134058e+18,0.00130477634935181
1.403715901184058e+18,0.0020183027240546934
1.403715901234058e+18,0.0038460384290553117
1.403715901284058e+18,0.0006547546324288177
1.403715901334058e+18,0.0024262278003635523
1.403715901384058e+18,0.0028612306647030103
1.403715901434058e+18,0.0007075514372360351
1.403715901484058e+18,0.0012603016191441287
1.403715901534058e+18,0.0021928286590112735
1.403715901584058e+18,0.0016052531882490722
1.403715901634058e+18,0.0017004014716162287
1.403715901684058e+18,0.0016794867860095777
1.403715901734058e+18,0.0013321490987466098
1.403715901784058e+18,0.00212312731111053
1.403715901834058e+18,0.0022667184876546172
1.403715901884058e+18,0.0026162786435757054
1.403715901934058e+18,0.004665615839823648
1.403715901984058e+18,0.005448121819888267
1.403715902034058e+18,0.000660345752296653
1.403715902084058e+18,0.0007584947415878715
1.403715902134058e+18,0.0020367674821620855
1.403715902184058e+18,0.0021328722991570295
1.403715902234058e+18,0.00526575056748959
1.403715902284058e+18,0.004683168066644265
1.403715902334058e+18,0.006303381581176446
1.403715902384058e+18,0.005729581767484307
1.403715902434058e+18,0.009218578582823784
1.403715902484058e+18,0.008078304859355937
1.403715902534058e+18,0.0027926351575383104
1.403715902584058e+18,0.007404206046326828
1.403715902634058e+18,0.0052243385111748674
1.403715902684058e+18,0.0056009666862142735
1.403715902734058e+18,0.004931521456992818
1.403715902784058e+18,0.005087324182671214
1.403715902834058e+18,0.004429113088457612
1.403715902884058e+18,0.0015046165975483477
1.403715902934058e+18,0.0024114350982284024
1.403715902984058e+18,0.0012017704992655423
1.403715903034058e+18,0.003794557352238943
1.403715903084058e+18,0.003481362196594868
1.403715903134058e+18,0.0038298682481784662
1.403715903184058e+18,0.002061981213666688
1.403715903234058e+18,0.004654847248739546
1.403715903284058e+18,0.0036947700131520073
1.403715903334058e+18,0.005553024480415348
1.403715903384058e+18,0.00544403832193259
1.403715903434058e+18,0.004865317038207873
1.403715903484058e+18,0.0058850945746961566
1.403715903534058e+18,0.0013145517393459898
1.403715903584058e+18,0.003594390300613239
1.403715903634058e+18,0.0034388367186700785
1.403715903684058e+18,0.0017944994760899986
1.403715903734058e+18,0.001544345562436644
1.403715903784058e+18,0.0025152754677910394
1.403715903834058e+18,0.001313804626701866
1.403715903884058e+18,0.002751535708260028
1.403715903934058e+18,0.006160684556623935
1.403715903984058e+18,0.003851395822450552
1.403715904034058e+18,0.0021908956443002173
1.403715904084058e+18,0.002105542224052184
1.403715904134058e+18,0.003362077375228456
1.403715904184058e+18,0.0036799789197892335
1.403715904234058e+18,0.002881651414900786
1.403715904284058e+18,0.008041549525189148
1.403715904334058e+18,0.0049567431029480585
1.403715904384058e+18,0.003092851351094438
1.403715904434058e+18,0.0099535222292036
1.403715904484058e+18,0.010165261775426777
1.403715904534058e+18,0.004052143728718753
1.403715904584058e+18,0.005976320080122715
1.403715904634058e+18,0.007285029199361259
1.403715904684058e+18,0.0014487520474779554
1.403715904734058e+18,0.010663296581149688
1.403715904784058e+18,0.005773595245166823
1.403715904834058e+18,0.005126310935288697
1.403715904884058e+18,0.002944350098970257
1.403715904934058e+18,0.013102086238894885
1.403715904984058e+18,0.010607092191374177
1.403715905034058e+18,0.003084860701566468
1.403715905084058e+18,0.0031521940927216165
1.403715905134058e+18,0.0061902546779360945
1.403715905184058e+18,0.0029951840672091798
1.403715905234058e+18,0.007729920374229323
1.403715905284058e+18,0.005780699119338042
1.403715905334058e+18,0.006130449078947782
1.403715905384058e+18,0.003550986156368585
1.403715905434058e+18,0.007351266401667282
1.403715905484058e+18,0.004565933471352728
1.403715905534058e+18,0.00623095006578311
1.403715905584058e+18,0.004177259085505215
1.403715905634058e+18,0.005293287931953918
1.403715905684058e+18,0.002942814511109902
1.403715905734058e+18,0.001706595536079351
1.403715905784058e+18,0.0019736150162828698
1.403715905834058e+18,0.001404898827559819
1.403715905884058e+18,0.035215662816802454
1.403715905934058e+18,0.005471734790197807
1.403715905984058e+18,0.004688276977658879
1.403715906034058e+18,0.0062340453812760755
1.403715906084058e+18,0.004576244886921838
1.403715906134058e+18,0.003939423022157548
1.403715906184058e+18,0.009914307792160057
1.403715906234058e+18,0.005807722280054123
1.403715906284058e+18,0.005680765207557423
1.403715906334058e+18,0.006098422867765407
1.403715906384058e+18,0.034822169914453874
1.403715906434058e+18,0.009773725825092863
1.403715906484058e+18,0.002901546896946959
1.403715906534058e+18,0.008534129425907401
1.403715906584058e+18,0.00490863589833181
1.403715906634058e+18,0.0024747493513842737
1.403715906684058e+18,0.0035770779901623585
1.403715906734058e+18,0.018767796440084524
1.403715906784058e+18,0.021967428122196656
1.403715906834058e+18,0.017803793688197473
1.403715906884058e+18,0.02142542677421781
1.403715906934058e+18,0.017891533612998955
1.403715906984058e+18,0.009054660341138122
1.403715907034058e+18,0.01206024622275881
1.403715907084058e+18,0.00320434674749582
1.403715907134058e+18,0.006463515570361529
1.403715907184058e+18,0.013688478951292313
1.403715907234058e+18,0.029625110803467865
1.403715907284058e+18,0.01754749167701318
1.403715907334058e+18,0.012844614596111302
1.403715907384058e+18,0.01231925250802307
1.403715907434058e+18,0.010171970089731544
1.403715907484058e+18,0.00771947207911215
1.403715907534058e+18,0.002538978794458434
